edge_id,from,to,length_m,width_m,capacity,flow_p,flow_b,flow_c,flow_eq,saturation,LOS,risk
300,T_8,N42,50,99.0,9999.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
301,T_8,N41,50,99.0,9999.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
302,T_8,N49,50,99.0,9999.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
303,T_8,N40,50,99.0,9999.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
304,T_9,N47,50,99.0,9999.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
305,T_9,N37,50,99.0,9999.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
306,T_9,N38,50,99.0,9999.0,103.8,163.2,29.7,89.0,0.0089,A,2827.5
307,T_9,N48,50,99.0,9999.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
308,T_10,N38,50,99.0,9999.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
309,T_10,N50,50,99.0,9999.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
